species.watershed,Watershed_name,Genus_spp,numyears,percyears,chiPval,chi_fearly,chi_flate,runsPval,numtransitions,trend,classification
boutel_hirsu.N4D,N4D,boutel_hirsu,31,1,0.10688976489998328,0.3125,0.6666666666666666,9.580607150506351e-4,7,0,Recurrent
bricke_eupat.N4D,N4D,bricke_eupat,31,1,0.028802456421696293,0.375,0,NA,3,-1,Decreasing
callir_invol.N4D,N4D,callir_invol,31,1,0.0068781768234081634,0.75,0.2,NA,6,-1,Decreasing
carex_brevi.N4D,N4D,carex_brevi,31,0.9,0.0421253835255355,0.625,0.2,NA,4,-1,Decreasing
carex_gravi.N4D,N4D,carex_gravi,31,0.9,0.24735482306428383,0.8125,1,6.487325970637214e-5,2,0,Recurrent
carex_inops.N4D,N4D,carex_inops,31,0.84,0.0607219234556129,0.6875,1,4.4051415956993966e-6,2,0,Recurrent
carex_meadi.N4D,N4D,carex_meadi,31,0.9,0.24735482306428383,0.8125,1,6.487325970637214e-5,2,0,Recurrent
ceanot_herba.N4D,N4D,ceanot_herba,31,1,0.028802456421696293,0.375,0,NA,4,-1,Decreasing
cirsiu_altis.N4D,N4D,cirsiu_altis,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
cirsiu_undul.N4D,N4D,cirsiu_undul,31,1,0.5450438219949827,0.0625,0.2,0.005854677406542337,4,0,Recurrent
comand_umbel.N4D,N4D,comand_umbel,31,1,0.4938029646320821,0.125,0,0.10227869721951265,3,0,Random
convol_arven.N4D,N4D,convol_arven,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
conyza_canad.N4D,N4D,conyza_canad,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
cornus_drumm.N4D,N4D,cornus_drumm,31,1,0.5366545109001994,0.4375,0.26666666666666666,2.2518255690973833e-5,4,0,Recurrent
croton_monan.N4D,N4D,croton_monan,31,0.87,0.640592006524916,0.8125,0.9333333333333333,0.2055398893616577,6,0,Random
dalea_candi.N4D,N4D,dalea_candi,31,1,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
dalea_multi.N4D,N4D,dalea_multi,31,0.94,0.10688976489998328,0.6875,0.3333333333333333,2.6151153902856627e-4,6,0,Recurrent
dalea_purpu.N4D,N4D,dalea_purpu,31,1,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
delphi_carol.N4D,N4D,delphi_carol,31,0.81,0.018164489689699026,1,0.6,NA,8,-1,Decreasing
descur_pinna.N4D,N4D,descur_pinna,31,0.35,0.3764715139211589,0.25,0.4666666666666667,0.46912551414965753,14,0,Random
desmod_illin.N4D,N4D,desmod_illin,31,0.9,0.9530952817995972,0.9375,0.8666666666666667,0.0560820490128325,4,0,Random
dichan_oligo.N4D,N4D,dichan_oligo,31,1,0.2601470231694908,0.375,0.13333333333333333,0.002322345759658203,6,0,Recurrent
digita_cogna.N4D,N4D,digita_cogna,31,0.61,0.014700550967152358,0.375,0.8666666666666667,NA,10,1,Increasing
draba_cunei.N4D,N4D,draba_cunei,31,0.13,0.5450438219949827,0.0625,0.2,3.755965225892386e-4,3,0,Recurrent
echina_angus.N4D,N4D,echina_angus,31,1,0.4938029646320821,0.125,0,0.10227869721951265,3,0,Random
elymus_canad.N4D,N4D,elymus_canad,31,1,0.24735482306428383,0.1875,0,6.487325970637214e-5,2,0,Recurrent
eragro_spect.N4D,N4D,eragro_spect,31,0.94,0.9999999999999998,0.9375,0.9333333333333333,0.6704940806325976,4,0,Random
eriger_strig.N4D,N4D,eriger_strig,31,1,NA,NA,NA,NA,0,NA,Invariant
euphor_denta.N4D,N4D,euphor_denta,31,0.74,0.7605990847392358,0.6875,0.8,0.03099322590817793,8,0,Recurrent
euphor_margi.N4D,N4D,euphor_margi,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
euphor_spath.N4D,N4D,euphor_spath,31,0.9,0.24735482306428383,0.8125,1,0.0560820490128325,4,0,Random
galium_apari.N4D,N4D,galium_apari,31,0.39,0.21144981550278782,0.25,0.5333333333333333,0.013825547448709034,9,0,Recurrent
gerani_carol.N4D,N4D,gerani_carol,31,0.16000000000000003,0.9999999999999999,0.1875,0.13333333333333333,0.009213517951520575,5,0,Recurrent
hedeom_hispi.N4D,N4D,hedeom_hispi,31,0.94,0.4938029646320821,0.875,1,0.6704940806325976,4,0,Random
hybant_verti.N4D,N4D,hybant_verti,31,0.87,0.4457475743700233,0.3125,0.13333333333333333,0.02087276352945389,7,0,Recurrent
hymeno_scabi.N4D,N4D,hymeno_scabi,31,0.97,0.937189201292317,0.125,0.2,0.39382529300283187,8,0,Random
koeler_macra.N4D,N4D,koeler_macra,31,1,0.1075338678513425,0.25,0.6,1.54759813706146e-5,4,0,Recurrent
lactuc_serri.N4D,N4D,lactuc_serri,31,0.44999999999999996,1.3956196986508406e-4,0.8125,0.06666666666666667,NA,7,-1,Decreasing
lepidi_densi.N4D,N4D,lepidi_densi,31,1,NA,NA,NA,NA,0,NA,Invariant
lesped_capit.N4D,N4D,lesped_capit,31,1,0.0607219234556129,0.3125,0,0.009213517951520575,5,0,Recurrent
lesped_viola.N4D,N4D,lesped_viola,31,0.97,0.005769340530798479,0.3125,0.8666666666666667,NA,6,1,Increasing
liatri_punct.N4D,N4D,liatri_punct,31,0.48,0.5856318386342959,0.5625,0.4,0.10129471700682195,12,0,Random
linum_sulca.N4D,N4D,linum_sulca,31,1,NA,NA,NA,NA,0,NA,Invariant
lithos_incis.N4D,N4D,lithos_incis,31,0.9,0.24735482306428383,0.8125,1,6.487325970637214e-5,2,0,Recurrent
lithos_occid.N4D,N4D,lithos_occid,31,0.18999999999999995,0.028802456421696293,0.375,0,NA,1,-1,Decreasing
lomati_foeni.N4D,N4D,lomati_foeni,31,1,0.640592006524916,0.1875,0.06666666666666667,3.755965225892386e-4,3,0,Recurrent
mimosa_quadr.N4D,N4D,mimosa_quadr,31,1,0.002283307022705208,0.8125,0.2,NA,9,-1,Decreasing
muhlen_cuspi.N4D,N4D,muhlen_cuspi,31,0.87,0.014700550967152358,0.625,0.13333333333333333,NA,7,-1,Decreasing
muhlen_racem.N4D,N4D,muhlen_racem,31,0.52,0.002283307022705208,0.8125,0.2,NA,5,-1,Decreasing
oenoth_macro.N4D,N4D,oenoth_macro,31,0.94,0.640592006524916,0.1875,0.06666666666666667,0.047322364103480605,5,0,Recurrent
oenoth_speci.N4D,N4D,oenoth_speci,31,0.94,0.7605990847392358,0.3125,0.2,0.1835045895181674,10,0,Random
ophiog_vulga.N4D,N4D,ophiog_vulga,31,0.65,0.03399119546863185,0.4375,0.8666666666666667,NA,10,1,Increasing
oxalis_stric.N4D,N4D,oxalis_stric,31,0.81,0.018164489689699026,1,0.6,NA,2,-1,Decreasing
oxalis_viola.N4D,N4D,oxalis_viola,31,0.97,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
packer_platt.N4D,N4D,packer_platt,31,1,NA,NA,NA,NA,0,NA,Invariant
panicu_virga.N4D,N4D,panicu_virga,31,1,8.508286324362016e-4,0.625,0,NA,3,-1,Decreasing
pediom_escul.N4D,N4D,pediom_escul,31,1,0.9999999999999999,0.0625,0,7.007977131478214e-5,1,0,Recurrent
pediom_tenui.N4D,N4D,pediom_tenui,31,1,0.43618286861823546,1,0.8666666666666667,0.6704940806325976,4,0,Random
physal_pumil.N4D,N4D,physal_pumil,31,1,0.005627304907732369,0.5,0,NA,5,-1,Decreasing
poa_prate.N4D,N4D,poa_prate,31,1,0.05148761028667245,0.4375,0.06666666666666667,9.465071008334956e-6,3,0,Recurrent
ratibi_colum.N4D,N4D,ratibi_colum,31,0.97,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
rhus_aroma.N4D,N4D,rhus_aroma,31,1,1.3956196986508406e-4,0.1875,0.9333333333333333,NA,3,1,Increasing
rhus_glabr.N4D,N4D,rhus_glabr,31,1,6.427402391033742e-4,0.125,0.8,NA,9,1,Increasing
rosa_arkan.N4D,N4D,rosa_arkan,31,1,0.0028758670616075917,1,0.4666666666666667,NA,9,-1,Decreasing
ruelli_humil.N4D,N4D,ruelli_humil,31,1,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
salvia_azure.N4D,N4D,salvia_azure,31,1,0.2061056896922602,0.625,0.3333333333333333,0.008859362878385164,9,0,Recurrent
schiza_scopa.N4D,N4D,schiza_scopa,31,1,0.04204028171591283,1,0.6666666666666666,NA,4,-1,Decreasing
silene_antir.N4D,N4D,silene_antir,31,0.84,0.9999999999999999,0.8125,0.8666666666666667,0.8691420224364163,10,0,Random
sisyri_campe.N4D,N4D,sisyri_campe,31,0.87,1,0.875,0.8666666666666667,0.8097008933768095,8,0,Random
solida_altis.N4D,N4D,solida_altis,31,1,0.6053967742246604,0.1875,0.3333333333333333,9.465071008334956e-6,3,0,Recurrent
solida_misso.N4D,N4D,solida_misso,31,1,0.2061056896922602,0.375,0.6666666666666666,0.008859362878385164,9,0,Recurrent
sorgha_nutan.N4D,N4D,sorgha_nutan,31,1,0.028802456421696293,0.375,0,NA,1,-1,Decreasing
spermo_inerm.N4D,N4D,spermo_inerm,31,0.84,0.0607219234556129,0.6875,1,0.04834969544775515,6,0,Recurrent
sporob_compo.N4D,N4D,sporob_compo,31,1,0.01307691769989149,0.4375,0,NA,1,-1,Decreasing
sporob_heter.N4D,N4D,sporob_heter,31,0.87,0.01805085266521226,0.6875,0.2,NA,10,-1,Decreasing
stroph_leios.N4D,N4D,stroph_leios,31,0.42000000000000004,4.849363404255556e-4,0.75,0.06666666666666667,NA,7,-1,Decreasing
sympho_orbic.N4D,N4D,sympho_orbic,31,1,0.9999999999999998,0.75,0.8,0.02087276352945389,7,0,Recurrent
symphy_erico.N4D,N4D,symphy_erico,31,1,6.105499724505564e-6,1,0.13333333333333333,NA,3,-1,Decreasing
symphy_oblon.N4D,N4D,symphy_oblon,31,1,2.6574051326725527e-5,1,0.2,NA,3,-1,Decreasing
symphy_seric.N4D,N4D,symphy_seric,31,0.97,0.12381749876088588,0.25,0,1.9998841638841e-7,1,0,Recurrent
teucri_canad.N4D,N4D,teucri_canad,31,1,2.472741684565855e-5,0.8125,0,NA,5,-1,Decreasing
tragia_beton.N4D,N4D,tragia_beton,31,1,0.0607219234556129,0.3125,0,8.89012572017322e-5,3,0,Recurrent
tragop_dubiu.N4D,N4D,tragop_dubiu,31,0.55,0.8430306226434657,0.5,0.6,0.10791625276542875,12,0,Random
tricho_brach.N4D,N4D,tricho_brach,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
triden_flavu.N4D,N4D,triden_flavu,31,1,0.01307691769989149,0.4375,0,NA,5,-1,Decreasing
trioda_lepto.N4D,N4D,trioda_lepto,31,0.6799999999999999,0.6111614453463713,0.75,0.6,0.7289964656357585,15,0,Random
trioda_perfo.N4D,N4D,trioda_perfo,31,0.6799999999999999,0.20151722122503768,0.8125,0.5333333333333333,0.40890539535182613,13,0,Random
ulmus_ameri.N4D,N4D,ulmus_ameri,31,1,0.9999999999999997,0.1875,0.2,0.013974368446475812,6,0,Recurrent
ulmus_rubra.N4D,N4D,ulmus_rubra,31,0.29000000000000004,0.012764441573415098,0.0625,0.5333333333333333,NA,2,1,Increasing
verben_stric.N4D,N4D,verben_stric,31,1,NA,NA,NA,NA,0,NA,Invariant
vernon_baldw.N4D,N4D,vernon_baldw,31,1,0.4938029646320821,0.125,0,0.10227869721951265,3,0,Random
veroni_pereg.N4D,N4D,veroni_pereg,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
vicia_ameri.N4D,N4D,vicia_ameri,31,0.18999999999999995,0.20178086785522442,0.3125,0.06666666666666667,0.05476579991427084,7,0,Random
viola_bicol.N4D,N4D,viola_bicol,31,0.44999999999999996,0.9999999999999997,0.4375,0.4666666666666667,0.0033299480393728822,8,0,Recurrent
viola_nephr.N4D,N4D,viola_nephr,31,0.74,0.0028758670616075917,1,0.4666666666666667,NA,1,-1,Decreasing
viola_pedat.N4D,N4D,viola_pedat,31,1,0.4938029646320821,0.125,0,0.10227869721951265,3,0,Random
vulpia_octof.N4D,N4D,vulpia_octof,31,0.84,0.0607219234556129,0.6875,1,0.04834969544775515,6,0,Recurrent
cirsiu_altis.1D,1D,cirsiu_altis,31,0.87,0.5450438219949827,0.9375,0.8,3.755965225892386e-4,3,0,Recurrent
euphor_margi.1D,1D,euphor_margi,31,0.29000000000000004,0.02379624189979081,0.5,0.06666666666666667,NA,12,-1,Decreasing
helian_pauci.1D,1D,helian_pauci,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
linum_sulca.1D,1D,linum_sulca,31,0.16000000000000003,0.0607219234556129,0.3125,0,0.8691420224364163,10,0,Random
spiran_verna.1D,1D,spiran_verna,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
tragop_dubiu.1D,1D,tragop_dubiu,31,0.13,1,0.125,0.13333333333333333,0.8097008933768095,8,0,Random
ambros_artem.20B,20B,ambros_artem,31,0.52,1,0.5,0.5333333333333333,0.18181665042692735,13,0,Random
asclep_tuber.20B,20B,asclep_tuber,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
astrag_crass.20B,20B,astrag_crass,31,0.13,0.12381749876088588,0.25,0,0.005854677406542337,4,0,Recurrent
eupato_altis.20B,20B,eupato_altis,31,0.97,1,0.5,0.4666666666666667,0.022444185600620135,10,0,Recurrent
euphor_cyath.20B,20B,euphor_cyath,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
euphor_serpe.20B,20B,euphor_serpe,31,0.16000000000000003,0.0607219234556129,0.3125,0,0.04834969544775515,6,0,Recurrent
oenoth_speci.20B,20B,oenoth_speci,31,0.55,0.6001627353234458,0.625,0.4666666666666667,0.10791625276542875,12,0,Random
pediom_argop.20B,20B,pediom_argop,31,0.29000000000000004,0.02379624189979081,0.5,0.06666666666666667,NA,10,-1,Decreasing
physal_virgi.20B,20B,physal_virgi,31,0.44999999999999996,0.6001627353234458,0.375,0.5333333333333333,6.668107949821501e-5,5,0,Recurrent
teucri_canad.20B,20B,teucri_canad,31,0.97,0.04900634866838942,0.75,0.3333333333333333,NA,8,-1,Decreasing
toxico_radic.20B,20B,toxico_radic,31,0.94,0.17099051982691332,0.5,0.8,0.01882099292415999,9,0,Recurrent
verben_stric.20B,20B,verben_stric,31,0.29000000000000004,0.0022718372541295786,0.5625,0,NA,6,-1,Decreasing
viola_pedat.20B,20B,viola_pedat,31,0.48,1,0.5,0.4666666666666667,0.050507376866251494,11,0,Random
ambros_artem.4A,4A,ambros_artem,31,0.77,0.6111614453463713,0.25,0.4,0.1421962667157867,11,0,Random
cirsiu_altis.4A,4A,cirsiu_altis,31,0.94,0.9999999999999998,0.9375,0.9333333333333333,0.10227869721951265,3,0,Random
commel_erect.4A,4A,commel_erect,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
conyza_canad.4A,4A,conyza_canad,31,0.42000000000000004,0.37829294350114534,0.3125,0.5333333333333333,0.6327408073507788,16,0,Random
glandu_bipin.4A,4A,glandu_bipin,31,0.13,0.12381749876088588,0.25,0,0.2055398893616577,6,0,Random
gledit_triac.4A,4A,gledit_triac,31,0.55,0.10050954088451342,0.375,0.7333333333333333,0.4479236087054436,15,0,Random
hedeom_hispi.4A,4A,hedeom_hispi,31,0.48,0.2061056896922602,0.625,0.3333333333333333,0.10129471700682195,12,0,Random
hymeno_scabi.4A,4A,hymeno_scabi,31,0.13,0.12381749876088588,0.25,0,0.2055398893616577,6,0,Random
lactuc_serri.4A,4A,lactuc_serri,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
lepidi_densi.4A,4A,lepidi_densi,31,0.55,0.04900634866838942,0.75,0.3333333333333333,NA,12,-1,Decreasing
monard_fistu.4A,4A,monard_fistu,31,0.71,0.36455732638706395,0.8125,0.6,0.5401641946992407,13,0,Random
oenoth_curti.4A,4A,oenoth_curti,31,0.16000000000000003,0.36899585542689983,0.25,0.06666666666666667,0.04834969544775515,6,0,Recurrent
oenoth_speci.4A,4A,oenoth_speci,31,0.61,0.6088355461174525,0.6875,0.5333333333333333,0.14798549711475695,12,0,Random
pediom_argop.4A,4A,pediom_argop,31,0.55,0.04900634866838942,0.75,0.3333333333333333,NA,10,-1,Decreasing
planta_rhodo.4A,4A,planta_rhodo,31,0.35,0.004087560306914374,0.625,0.06666666666666667,NA,10,-1,Decreasing
polygo_tenue.4A,4A,polygo_tenue,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
prunus_virgi.4A,4A,prunus_virgi,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
spermo_inerm.4A,4A,spermo_inerm,31,0.48,1,0.5,0.4666666666666667,0.9507074539100191,20,0,Random
spheno_obtus.4A,4A,spheno_obtus,31,0.6799999999999999,0.04074992922062589,0.875,0.4666666666666667,NA,7,-1,Decreasing
stroph_leios.4A,4A,stroph_leios,31,0.16000000000000003,0.36899585542689983,0.25,0.06666666666666667,0.39382529300283187,8,0,Random
tragop_dubiu.4A,4A,tragop_dubiu,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
triden_flavu.4A,4A,triden_flavu,31,0.42000000000000004,0.37829294350114534,0.3125,0.5333333333333333,0.02783482359317869,10,0,Recurrent
trioda_lepto.4A,4A,trioda_lepto,31,0.16000000000000003,0.36899585542689983,0.25,0.06666666666666667,0.39382529300283187,8,0,Random
trioda_perfo.4A,4A,trioda_perfo,31,0.35,0.5366545109001994,0.4375,0.26666666666666666,0.7651714952570862,16,0,Random
vulpia_octof.4A,4A,vulpia_octof,31,0.5800000000000001,0.87862332033474,0.625,0.5333333333333333,0.8621506108011919,18,0,Random
argemo_polya.4B,4B,argemo_polya,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
boutel_graci.4B,4B,boutel_graci,31,0.5800000000000001,1.4801804780535321e-4,0.9375,0.2,NA,4,-1,Decreasing
callir_alcae.4B,4B,callir_alcae,31,0.55,0.9999999999999997,0.5625,0.5333333333333333,0.7280553584070677,17,0,Random
croton_monan.4B,4B,croton_monan,31,0.29000000000000004,0.0022718372541295786,0.5625,0,NA,2,-1,Decreasing
dalea_multi.4B,4B,dalea_multi,31,0.29000000000000004,0.0022718372541295786,0.5625,0,NA,6,-1,Decreasing
dichan_ovale.4B,4B,dichan_ovale,31,0.31999999999999995,0.794548815675884,0.375,0.26666666666666666,0.06803654079943228,10,0,Random
digita_cogna.4B,4B,digita_cogna,31,0.26,0.7605990847392358,0.3125,0.2,0.1835045895181674,10,0,Random
euphor_margi.4B,4B,euphor_margi,31,0.77,0.4457475743700233,0.6875,0.8666666666666667,0.32821377477504554,10,0,Random
glandu_bipin.4B,4B,glandu_bipin,31,0.16000000000000003,0.0607219234556129,0.3125,0,0.04834969544775515,6,0,Recurrent
hedeom_hispi.4B,4B,hedeom_hispi,31,0.22999999999999998,0.01307691769989149,0.4375,0,NA,8,-1,Decreasing
helian_annuu.4B,4B,helian_annuu,31,0.26,1,0.25,0.26666666666666666,0.8476757760658241,14,0,Random
hybant_verti.4B,4B,hybant_verti,31,0.31999999999999995,8.508286324362016e-4,0.625,0,NA,4,-1,Decreasing
hymeno_scabi.4B,4B,hymeno_scabi,31,0.31999999999999995,0.010261748444302629,0.5625,0.06666666666666667,NA,8,-1,Decreasing
oenoth_curti.4B,4B,oenoth_curti,31,0.18999999999999995,0.7137617291360441,0.25,0.13333333333333333,0.5764451241889132,10,0,Random
oenoth_glauc.4B,4B,oenoth_glauc,31,0.61,0.0887889536306751,0.4375,0.8,0.07624252017467702,11,0,Random
oenoth_speci.4B,4B,oenoth_speci,31,0.31999999999999995,0.07216789010665725,0.5,0.13333333333333333,0.2577063552139144,12,0,Random
setari_pumil.4B,4B,setari_pumil,31,0.18999999999999995,0.028802456421696293,0.375,0,NA,6,-1,Decreasing
spheno_obtus.4B,4B,spheno_obtus,31,0.44999999999999996,0.3574664672997162,0.5625,0.3333333333333333,0.10791625276542875,12,0,Random
symphy_lance.4B,4B,symphy_lance,31,0.13,0.640592006524916,0.1875,0.06666666666666667,0.8097008933768095,8,0,Random
teucri_canad.4B,4B,teucri_canad,31,0.81,0.9999999999999997,0.3125,0.3333333333333333,0.5752316355407165,14,0,Random
triden_flavu.4B,4B,triden_flavu,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
trioda_lepto.4B,4B,trioda_lepto,31,0.22999999999999998,0.9999999999999998,0.25,0.2,0.7310353554048772,12,0,Random
ambros_artem.N1B,N1B,ambros_artem,31,0.5800000000000001,4.849363404255556e-4,0.25,0.9333333333333333,NA,9,1,Increasing
boutel_dacty.N1B,N1B,boutel_dacty,31,0.97,0.3574664672997162,0.4375,0.6666666666666666,6.668107949821501e-5,5,0,Recurrent
bromus_arven.N1B,N1B,bromus_arven,31,0.97,0.36455732638706395,0.1875,0.4,0.016495127877457202,8,0,Recurrent
draba_repta.N1B,N1B,draba_repta,31,0.42000000000000004,0.1075338678513425,0.25,0.6,0.4855078522617498,15,0,Random
echina_angus.N1B,N1B,echina_angus,31,0.97,0.9999999999999999,0.9375,1,7.007977131478214e-5,1,0,Recurrent
elymus_canad.N1B,N1B,elymus_canad,31,0.97,0.9999999999999999,0.9375,1,7.007977131478214e-5,1,0,Recurrent
eriger_strig.N1B,N1B,eriger_strig,31,0.97,0.9999999999999999,0.9375,1,7.007977131478214e-5,1,0,Recurrent
spheno_obtus.N1B,N1B,spheno_obtus,31,0.6799999999999999,0.6111614453463713,0.75,0.6,0.1421962667157867,11,0,Random
tragop_dubiu.N1B,N1B,tragop_dubiu,31,0.29000000000000004,0.36455732638706395,0.1875,0.4,0.5401641946992407,13,0,Random
acalyp_virgi.N20B,N20B,acalyp_virgi,31,0.81,0.7137617291360441,0.75,0.8666666666666667,0.002589305566365421,5,0,Recurrent
allium_stell.N20B,N20B,allium_stell,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
ambros_artem.N20B,N20B,ambros_artem,31,0.87,0.10478287613147351,0.375,0.06666666666666667,0.06607865080611015,8,0,Random
ambros_psilo.N20B,N20B,ambros_psilo,31,0.97,0.9999999999999998,0.25,0.2,0.06607865080611015,8,0,Random
androp_gerar.N20B,N20B,androp_gerar,31,0.97,9.026264971155701e-5,0.75,0,NA,4,-1,Decreasing
apocyn_canna.N20B,N20B,apocyn_canna,31,0.42000000000000004,0.019402368747087714,0.1875,0.6666666666666666,NA,7,1,Increasing
artemi_ludov.N20B,N20B,artemi_ludov,31,0.97,0.03082268374448432,0.9375,0.5333333333333333,NA,2,-1,Decreasing
boutel_curti.N20B,N20B,boutel_curti,31,0.97,0.8618712493148953,0.4375,0.5333333333333333,0.050507376866251494,11,0,Random
boutel_dacty.N20B,N20B,boutel_dacty,31,0.97,0.005769340530798479,0.3125,0.8666666666666667,NA,5,1,Increasing
boutel_graci.N20B,N20B,boutel_graci,31,0.97,0.0020235205040745256,0.25,0.8666666666666667,NA,7,1,Increasing
boutel_hirsu.N20B,N20B,boutel_hirsu,31,0.44999999999999996,0.6001627353234458,0.375,0.5333333333333333,6.668107949821501e-5,5,0,Recurrent
bricke_eupat.N20B,N20B,bricke_eupat,31,0.97,0.0607219234556129,0.3125,0,0.001133670762583116,4,0,Recurrent
callir_alcae.N20B,N20B,callir_alcae,31,0.26,0.05148761028667245,0.4375,0.06666666666666667,0.03099322590817793,8,0,Recurrent
calyst_macou.N20B,N20B,calyst_macou,31,0.9,0.9530952817995972,0.9375,0.8666666666666667,0.003387153153070865,3,0,Recurrent
conyza_canad.N20B,N20B,conyza_canad,31,0.74,0.6053967742246604,0.8125,0.6666666666666666,0.009423484253754045,7,0,Recurrent
delphi_carol.N20B,N20B,delphi_carol,31,0.44999999999999996,0.3574664672997162,0.5625,0.3333333333333333,0.00952725208520462,9,0,Recurrent
desmod_illin.N20B,N20B,desmod_illin,31,0.9,0.9999999999999996,0.875,0.9333333333333333,0.31941274011236676,5,0,Random
digita_cogna.N20B,N20B,digita_cogna,31,0.48,0.019726940183490724,0.25,0.7333333333333333,NA,9,1,Increasing
eragro_spect.N20B,N20B,eragro_spect,31,0.9,0.24735482306428383,0.8125,1,0.31941274011236676,5,0,Random
eupato_altis.N20B,N20B,eupato_altis,31,0.97,8.508286324362016e-4,0.625,0,NA,6,-1,Decreasing
euphor_cyath.N20B,N20B,euphor_cyath,31,0.48,0.002283307022705208,0.1875,0.8,NA,9,1,Increasing
euphor_margi.N20B,N20B,euphor_margi,31,0.9,0.9530952817995972,0.9375,0.8666666666666667,0.31941274011236676,5,0,Random
euphor_serpe.N20B,N20B,euphor_serpe,31,0.39,0.33506173744419815,0.5,0.26666666666666666,0.03464647108891813,10,0,Recurrent
glandu_bipin.N20B,N20B,glandu_bipin,31,0.97,0.04900634866838942,0.75,0.3333333333333333,NA,9,-1,Decreasing
gledit_triac.N20B,N20B,gledit_triac,31,0.97,0.0022718372541295786,0.5625,0,NA,6,-1,Decreasing
lesped_capit.N20B,N20B,lesped_capit,31,0.97,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
liatri_punct.N20B,N20B,liatri_punct,31,0.97,0.9999999999999997,0.6875,0.7333333333333333,0.7079676781006858,14,0,Random
mentze_oligo.N20B,N20B,mentze_oligo,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
mirabi_linea.N20B,N20B,mirabi_linea,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
muhlen_cuspi.N20B,N20B,muhlen_cuspi,31,0.97,0.3717703175791154,0.625,0.4,0.022444185600620135,10,0,Recurrent
muhlen_racem.N20B,N20B,muhlen_racem,31,0.97,0.6088355461174525,0.3125,0.4666666666666667,0.004828185087321806,8,0,Recurrent
panicu_virga.N20B,N20B,panicu_virga,31,0.97,0.2061056896922602,0.625,0.3333333333333333,2.6151153902856627e-4,6,0,Recurrent
pediom_argop.N20B,N20B,pediom_argop,31,0.74,0.1808948507507627,0.875,0.6,0.1835045895181674,10,0,Random
physal_virgi.N20B,N20B,physal_virgi,31,0.26,0.1808948507507627,0.125,0.4,9.465071008334956e-6,3,0,Recurrent
polygo_tenue.N20B,N20B,polygo_tenue,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
prunus_ameri.N20B,N20B,prunus_ameri,31,0.97,0.8939812654690358,0.3125,0.4,0.006587846048527602,8,0,Recurrent
rosa_arkan.N20B,N20B,rosa_arkan,31,0.97,5.8669510429744606e-6,0.875,0,NA,4,-1,Decreasing
salvia_azure.N20B,N20B,salvia_azure,31,0.97,0.36455732638706395,0.8125,0.6,0.10767605225207548,10,0,Random
schiza_scopa.N20B,N20B,schiza_scopa,31,0.97,0.9999999999999998,0.9375,0.9333333333333333,0.10227869721951265,3,0,Random
solanu_carol.N20B,N20B,solanu_carol,31,0.97,0.9999999999999999,0.9375,1,7.007977131478214e-5,1,0,Recurrent
solida_altis.N20B,N20B,solida_altis,31,0.97,0.06934084351022943,0.9375,0.6,1.432305454886208e-4,4,0,Recurrent
solida_misso.N20B,N20B,solida_misso,31,0.97,0.2061056896922602,0.625,0.3333333333333333,0.022444185600620135,10,0,Recurrent
solida_rigid.N20B,N20B,solida_rigid,31,0.97,0.9999999999999997,0.4375,0.4,0.0011829699173814081,7,0,Recurrent
sorgha_nutan.N20B,N20B,sorgha_nutan,31,0.97,0.9999999999999999,0.9375,1,7.007977131478214e-5,1,0,Recurrent
sporob_compo.N20B,N20B,sporob_compo,31,0.97,3.5481351587574716e-5,0.9375,0.13333333333333333,NA,4,-1,Decreasing
sporob_heter.N20B,N20B,sporob_heter,31,0.97,0.9226879138461672,0.1875,0.26666666666666666,1.432305454886208e-4,4,0,Recurrent
