DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,FIRSTINSTAR,SECTHIRDINSTAR,FORTHINSTAR,FIFTHINSTAR,FEMALE,MALE,TOTAL,COMMENTS
CGR02,3,2014,8,4,004f,fl,a,4,Hypochlora alba,,,2,,,,2,
CGR02,3,2014,8,4,004f,fl,a,6,Hesperotettix speciosus,,,,,1,,1,
CGR02,3,2014,8,4,004f,fl,a,9,Phoetaliotes nebrascensis,7,8,1,,,,16,
CGR02,3,2014,8,4,004f,fl,a,21,Orphulella speciosa,,,,1,,,1,
CGR02,3,2014,8,4,004f,fl,a,30,Mermiria spp.,,,1,1,,,2,
CGR02,3,2014,8,4,004f,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,004f,fl,a,59,Tettigoniidae spp.,,,,,,,9,not broken down to age/sex category
CGR02,3,2014,8,4,004f,fl,b,4,Hypochlora alba,,,,,1,1,2,
CGR02,3,2014,8,4,004f,fl,b,9,Phoetaliotes nebrascensis,4,4,4,,,,12,
CGR02,3,2014,8,4,004f,fl,b,16,Melanoplus bivittatus,,,,1,,,1,
CGR02,3,2014,8,4,004f,fl,b,21,Orphulella speciosa,,,1,,,3,4,
CGR02,3,2014,8,4,004f,fl,b,23,Mermiria bivitatta,,,,1,,1,2,
CGR02,3,2014,8,4,004f,fl,b,56,Oecanthinae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,004f,fl,b,59,Tettigoniidae spp.,,,,,,,18,not broken down to age/sex category
CGR02,3,2014,8,4,020b,fl,a,4,Hypochlora alba,,,1,,,,1,
CGR02,3,2014,8,4,020b,fl,a,9,Phoetaliotes nebrascensis,1,,,,,,1,
CGR02,3,2014,8,4,020b,fl,a,12,Melanoplus femurrubrum,1,,,,,,1,
CGR02,3,2014,8,4,020b,fl,a,21,Orphulella speciosa,,,,,,1,1,
CGR02,3,2014,8,4,020b,fl,a,22,Mermiria picta,,,2,,,1,3,
CGR02,3,2014,8,4,020b,fl,a,23,Mermiria bivitatta,,,,,1,2,3,
CGR02,3,2014,8,4,020b,fl,a,56,Oecanthinae spp.,,,,,,,11,not broken down to age/sex category
CGR02,3,2014,8,4,020b,fl,a,59,Tettigoniidae spp.,,,,,,,3,not broken down to age/sex category
CGR02,3,2014,8,4,020b,fl,b,5,Campylacantha olivacea,,,1,,,,1,
CGR02,3,2014,8,4,020b,fl,b,9,Phoetaliotes nebrascensis,,,2,,,,2,
CGR02,3,2014,8,4,020b,fl,b,16,Melanoplus bivittatus,,,,,1,2,3,
CGR02,3,2014,8,4,020b,fl,b,23,Mermiria bivitatta,,,,,,1,1,
CGR02,3,2014,8,4,020b,fl,b,56,Oecanthinae spp.,,,,,,,16,not broken down to age/sex category
CGR02,3,2014,8,4,020b,fl,b,59,Tettigoniidae spp.,,,,,,1,3,only 1 animal broken down to age/sex category
CGR02,3,2014,8,4,n01a,fl,a,2,Schistocerca lineata,,,,1,2,,3,
CGR02,3,2014,8,4,n01a,fl,a,4,Hypochlora alba,,,1,,4,5,10,
CGR02,3,2014,8,4,n01a,fl,a,5,Campylacantha olivacea,1,2,20,,,,23,
CGR02,3,2014,8,4,n01a,fl,a,7,Hesperotettix viridis,,,,,,1,1,
CGR02,3,2014,8,4,n01a,fl,a,9,Phoetaliotes nebrascensis,,,4,2,,1,7,
CGR02,3,2014,8,4,n01a,fl,a,10,Melanoplus scudderi,,,1,,,1,2,
CGR02,3,2014,8,4,n01a,fl,a,11,Melanoplus sanguinipes,,,,,1,,1,
CGR02,3,2014,8,4,n01a,fl,a,12,Melanoplus femurrubrum,,,1,,,,1,
CGR02,3,2014,8,4,n01a,fl,a,13,Melanoplus packardii,,,,,1,,1,
CGR02,3,2014,8,4,n01a,fl,a,15,Melanoplus keeleri,,,2,9,2,1,14,
CGR02,3,2014,8,4,n01a,fl,a,16,Melanoplus bivittatus,,,1,2,2,1,6,
CGR02,3,2014,8,4,n01a,fl,a,20,Syrbula admirabilis,,,1,1,,,2,
CGR02,3,2014,8,4,n01a,fl,a,21,Orphulella speciosa,,,,,5,4,9,
CGR02,3,2014,8,4,n01a,fl,a,22,Mermiria picta,,,,,,2,2,
CGR02,3,2014,8,4,n01a,fl,a,29,Ageneotettix deorum,,,,,2,3,5,
CGR02,3,2014,8,4,n01a,fl,a,33,Arphia xanthoptera,,,,,,1,1,
CGR02,3,2014,8,4,n01a,fl,a,56,Oecanthinae spp.,,,,,,,3,not broken down to age/sex category
CGR02,3,2014,8,4,n01a,fl,a,59,Tettigoniidae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,n01a,fl,b,2,Schistocerca lineata,,,,,1,1,2,
CGR02,3,2014,8,4,n01a,fl,b,4,Hypochlora alba,,,,,4,,4,
CGR02,3,2014,8,4,n01a,fl,b,5,Campylacantha olivacea,1,,15,1,,1,18,
CGR02,3,2014,8,4,n01a,fl,b,6,Hesperotettix speciosus,,,,,3,2,5,
CGR02,3,2014,8,4,n01a,fl,b,9,Phoetaliotes nebrascensis,,,2,,,,2,
CGR02,3,2014,8,4,n01a,fl,b,11,Melanoplus sanguinipes,,,,,1,2,3,
CGR02,3,2014,8,4,n01a,fl,b,12,Melanoplus femurrubrum,1,4,14,3,,,22,
CGR02,3,2014,8,4,n01a,fl,b,15,Melanoplus keeleri,,,2,2,,2,6,
CGR02,3,2014,8,4,n01a,fl,b,16,Melanoplus bivittatus,,,,,7,5,12,
CGR02,3,2014,8,4,n01a,fl,b,20,Syrbula admirabilis,,,,1,,3,4,
CGR02,3,2014,8,4,n01a,fl,b,21,Orphulella speciosa,,,,,4,14,18,
CGR02,3,2014,8,4,n01a,fl,b,29,Ageneotettix deorum,,,,,,2,2,
CGR02,3,2014,8,4,n01a,fl,b,57,Oedipodinae spp.,,,2,1,,,3,
CGR02,3,2014,8,4,n01a,fl,b,59,Tettigoniidae spp.,,,,,,,3,not broken down to age/sex category
CGR02,3,2014,8,4,n01b,fl,a,4,Hypochlora alba,,,1,,,,1,
CGR02,3,2014,8,4,n01b,fl,a,5,Campylacantha olivacea,,,4,,,,4,
CGR02,3,2014,8,4,n01b,fl,a,11,Melanoplus sanguinipes,,,,,1,,1,
CGR02,3,2014,8,4,n01b,fl,a,12,Melanoplus femurrubrum,3,,1,,,,4,
CGR02,3,2014,8,4,n01b,fl,a,15,Melanoplus keeleri,,,1,,,,1,
CGR02,3,2014,8,4,n01b,fl,a,20,Syrbula admirabilis,,,,,,1,1,
CGR02,3,2014,8,4,n01b,fl,a,21,Orphulella speciosa,,,,1,,1,2,
CGR02,3,2014,8,4,n01b,fl,a,29,Ageneotettix deorum,,,,,1,,1,
CGR02,3,2014,8,4,n01b,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,n01b,fl,b,2,Schistocerca lineata,,,,,2,1,3,
CGR02,3,2014,8,4,n01b,fl,b,4,Hypochlora alba,,,,,,1,1,
CGR02,3,2014,8,4,n01b,fl,b,5,Campylacantha olivacea,,,8,,,,8,
CGR02,3,2014,8,4,n01b,fl,b,6,Hesperotettix speciosus,,,,,3,,3,
CGR02,3,2014,8,4,n01b,fl,b,7,Hesperotettix viridis,,,,,1,,1,
CGR02,3,2014,8,4,n01b,fl,b,9,Phoetaliotes nebrascensis,,1,4,2,,,7,
CGR02,3,2014,8,4,n01b,fl,b,12,Melanoplus femurrubrum,,2,3,2,,1,8,
CGR02,3,2014,8,4,n01b,fl,b,15,Melanoplus keeleri,,,1,,1,,2,
CGR02,3,2014,8,4,n01b,fl,b,16,Melanoplus bivittatus,,,,,2,,2,
CGR02,3,2014,8,4,n01b,fl,b,20,Syrbula admirabilis,,,,,,1,1,
CGR02,3,2014,8,4,n01b,fl,b,21,Orphulella speciosa,,,,,4,3,7,
CGR02,3,2014,8,4,n01b,fl,b,29,Ageneotettix deorum,,,,,,1,1,
CGR02,3,2014,8,4,n01b,fl,b,30,Mermiria spp.,,,1,,,,1,
CGR02,3,2014,8,4,n01b,fl,b,41,unknown,,,1,2,,,3,
CGR02,3,2014,8,4,n01b,fl,b,56,Oecanthinae spp.,,,,,,,7,not broken down to age/sex category
CGR02,3,2014,8,4,n01b,fl,b,59,Tettigoniidae spp.,,,,,,,6,not broken down to age/sex category
CGR02,3,2014,8,4,n04a,fl,a,4,Hypochlora alba,,,,,,1,1,
CGR02,3,2014,8,4,n04a,fl,a,5,Campylacantha olivacea,,4,10,,,,14,
CGR02,3,2014,8,4,n04a,fl,a,6,Hesperotettix speciosus,,,,,2,,2,
CGR02,3,2014,8,4,n04a,fl,a,7,Hesperotettix viridis,,,,,1,2,3,
CGR02,3,2014,8,4,n04a,fl,a,9,Phoetaliotes nebrascensis,,,1,,,,1,
CGR02,3,2014,8,4,n04a,fl,a,10,Melanoplus scudderi,,1,,,,,1,
CGR02,3,2014,8,4,n04a,fl,a,11,Melanoplus sanguinipes,,,,,1,2,3,
CGR02,3,2014,8,4,n04a,fl,a,12,Melanoplus femurrubrum,,,2,,,,2,
CGR02,3,2014,8,4,n04a,fl,a,15,Melanoplus keeleri,,,,6,,1,7,
CGR02,3,2014,8,4,n04a,fl,a,16,Melanoplus bivittatus,,,,,1,2,3,
CGR02,3,2014,8,4,n04a,fl,a,20,Syrbula admirabilis,,,,1,,,1,
CGR02,3,2014,8,4,n04a,fl,a,21,Orphulella speciosa,,,,,3,3,6,
CGR02,3,2014,8,4,n04a,fl,a,28,Boopedon gracile,,,,,,1,1,
CGR02,3,2014,8,4,n04a,fl,a,29,Ageneotettix deorum,,,,,4,2,6,
CGR02,3,2014,8,4,n04a,fl,a,33,Arphia xanthoptera,,,,1,,,1,
CGR02,3,2014,8,4,n04a,fl,a,39,Pardalophora haldemani,,,,,1,,1,
CGR02,3,2014,8,4,n04a,fl,a,56,Oecanthinae spp.,,,,,,,4,not broken down to age/sex category
CGR02,3,2014,8,4,n04a,fl,a,59,Tettigoniidae spp.,,,,,,,2,not broken down to age/sex category
CGR02,3,2014,8,4,n04a,fl,b,4,Hypochlora alba,,,,,,2,2,
CGR02,3,2014,8,4,n04a,fl,b,5,Campylacantha olivacea,1,,10,,,,11,
CGR02,3,2014,8,4,n04a,fl,b,6,Hesperotettix speciosus,,,,,1,,1,
CGR02,3,2014,8,4,n04a,fl,b,9,Phoetaliotes nebrascensis,,,1,,,,1,
CGR02,3,2014,8,4,n04a,fl,b,10,Melanoplus scudderi,1,,,,,,1,
CGR02,3,2014,8,4,n04a,fl,b,11,Melanoplus sanguinipes,,,,,,1,1,
CGR02,3,2014,8,4,n04a,fl,b,15,Melanoplus keeleri,,,1,2,,2,5,
CGR02,3,2014,8,4,n04a,fl,b,21,Orphulella speciosa,,,,,1,1,2,
CGR02,3,2014,8,4,n04a,fl,b,28,Boopedon gracile,,,,,,1,1,
CGR02,3,2014,8,4,n04a,fl,b,29,Ageneotettix deorum,,,,,2,1,3,
CGR02,3,2014,8,4,n04a,fl,b,41,unknown,,,,1,,,1,
CGR02,3,2014,8,4,n04a,fl,b,56,Oecanthinae spp.,,,,,,,8,not broken down to age/sex category
CGR02,3,2014,8,4,n04a,fl,b,57,Oedipodinae spp.,,,2,,,,2,
CGR02,3,2014,8,4,n04a,fl,b,59,Tettigoniidae spp.,,,,,,,4,not broken down to age/sex category
CGR02,3,2014,8,4,n04d,fl,a,4,Hypochlora alba,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,a,5,Campylacantha olivacea,,1,2,1,,,4,
CGR02,3,2014,8,4,n04d,fl,a,6,Hesperotettix speciosus,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,a,7,Hesperotettix viridis,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,a,9,Phoetaliotes nebrascensis,,,2,,,,2,
CGR02,3,2014,8,4,n04d,fl,a,12,Melanoplus femurrubrum,1,,1,,,,2,
CGR02,3,2014,8,4,n04d,fl,a,15,Melanoplus keeleri,,,,,,1,1,
CGR02,3,2014,8,4,n04d,fl,a,21,Orphulella speciosa,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,a,29,Ageneotettix deorum,,,,,,2,2,
CGR02,3,2014,8,4,n04d,fl,a,41,unknown,2,,1,,,,3,
CGR02,3,2014,8,4,n04d,fl,a,56,Oecanthinae spp.,,,,,,,6,not broken down to age/sex category
CGR02,3,2014,8,4,n04d,fl,a,59,Tettigoniidae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,n04d,fl,b,4,Hypochlora alba,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,b,5,Campylacantha olivacea,1,1,6,,,,8,
CGR02,3,2014,8,4,n04d,fl,b,10,Melanoplus scudderi,1,,,,,,1,
CGR02,3,2014,8,4,n04d,fl,b,11,Melanoplus sanguinipes,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,b,12,Melanoplus femurrubrum,,,3,,,,3,
CGR02,3,2014,8,4,n04d,fl,b,13,Melanoplus packardii,,,,,1,,1,
CGR02,3,2014,8,4,n04d,fl,b,15,Melanoplus keeleri,,,,1,1,1,3,
CGR02,3,2014,8,4,n04d,fl,b,21,Orphulella speciosa,,,,,2,3,5,
CGR02,3,2014,8,4,n04d,fl,b,29,Ageneotettix deorum,,,,,2,2,4,
CGR02,3,2014,8,4,n04d,fl,b,39,Pardalophora haldemani,,,,,,1,1,
CGR02,3,2014,8,4,n04d,fl,b,41,unknown,,,,1,,,1,
CGR02,3,2014,8,4,n04d,fl,b,56,Oecanthinae spp.,,,,,,,5,not broken down to age/sex category
CGR02,3,2014,8,4,n04d,fl,b,59,Tettigoniidae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,n20a,fl,a,4,Hypochlora alba,,,,,4,2,6,
CGR02,3,2014,8,4,n20a,fl,a,5,Campylacantha olivacea,,3,12,,,,15,
CGR02,3,2014,8,4,n20a,fl,a,6,Hesperotettix speciosus,,,,,3,,3,
CGR02,3,2014,8,4,n20a,fl,a,7,Hesperotettix viridis,,,,,,1,1,
CGR02,3,2014,8,4,n20a,fl,a,9,Phoetaliotes nebrascensis,,,11,1,,,12,
CGR02,3,2014,8,4,n20a,fl,a,10,Melanoplus scudderi,,2,,,,1,3,
CGR02,3,2014,8,4,n20a,fl,a,11,Melanoplus sanguinipes,,,,,3,1,4,
CGR02,3,2014,8,4,n20a,fl,a,12,Melanoplus femurrubrum,,,3,3,,,6,
CGR02,3,2014,8,4,n20a,fl,a,15,Melanoplus keeleri,,,1,13,5,2,21,
CGR02,3,2014,8,4,n20a,fl,a,16,Melanoplus bivittatus,,,,2,3,3,8,
CGR02,3,2014,8,4,n20a,fl,a,20,Syrbula admirabilis,,,,,,1,1,
CGR02,3,2014,8,4,n20a,fl,a,21,Orphulella speciosa,,,,,5,12,17,
CGR02,3,2014,8,4,n20a,fl,a,28,Boopedon gracile,,,,,,2,2,
CGR02,3,2014,8,4,n20a,fl,a,29,Ageneotettix deorum,,,,,3,2,5,
CGR02,3,2014,8,4,n20a,fl,a,30,Mermiria spp.,,,,,,1,1,
CGR02,3,2014,8,4,n20a,fl,a,40,Arphia spp.,,,,1,,,1,
CGR02,3,2014,8,4,n20a,fl,a,41,unknown,1,,1,,,,2,
CGR02,3,2014,8,4,n20a,fl,a,56,Oecanthinae spp.,,,,,,,6,not broken down to age/sex category
CGR02,3,2014,8,4,n20a,fl,a,59,Tettigoniidae spp.,,,,,,,5,not broken down to age/sex category
CGR02,3,2014,8,4,n20a,fl,b,2,Schistocerca lineata,,,,,1,,1,
CGR02,3,2014,8,4,n20a,fl,b,5,Campylacantha olivacea,2,,11,,,,13,
CGR02,3,2014,8,4,n20a,fl,b,6,Hesperotettix speciosus,,,,,1,1,2,
CGR02,3,2014,8,4,n20a,fl,b,7,Hesperotettix viridis,,,,,4,,4,
CGR02,3,2014,8,4,n20a,fl,b,9,Phoetaliotes nebrascensis,,,4,,,,4,
CGR02,3,2014,8,4,n20a,fl,b,10,Melanoplus scudderi,,,2,,1,,3,
CGR02,3,2014,8,4,n20a,fl,b,11,Melanoplus sanguinipes,,,,,1,,1,
CGR02,3,2014,8,4,n20a,fl,b,15,Melanoplus keeleri,,,3,4,5,1,13,
CGR02,3,2014,8,4,n20a,fl,b,16,Melanoplus bivittatus,,,,1,3,2,6,
CGR02,3,2014,8,4,n20a,fl,b,20,Syrbula admirabilis,,,,,,4,4,
CGR02,3,2014,8,4,n20a,fl,b,21,Orphulella speciosa,,,,,1,,1,
CGR02,3,2014,8,4,n20a,fl,b,29,Ageneotettix deorum,,,,,1,,1,
CGR02,3,2014,8,4,n20a,fl,b,39,Pardalophora haldemani,,,,,1,,1,
CGR02,3,2014,8,4,n20a,fl,b,56,Oecanthinae spp.,,,,,,,3,not broken down to age/sex category
CGR02,3,2014,8,4,n20a,fl,b,59,Tettigoniidae spp.,,,,,,,8,not broken down to age/sex category
CGR02,3,2014,8,4,n20b,fl,a,4,Hypochlora alba,,,,,,1,1,
CGR02,3,2014,8,4,n20b,fl,a,5,Campylacantha olivacea,,1,2,,,,3,
CGR02,3,2014,8,4,n20b,fl,a,6,Hesperotettix speciosus,,,,,1,,1,
CGR02,3,2014,8,4,n20b,fl,a,9,Phoetaliotes nebrascensis,,,1,,,,1,
CGR02,3,2014,8,4,n20b,fl,a,12,Melanoplus femurrubrum,4,9,2,,,,15,
CGR02,3,2014,8,4,n20b,fl,a,15,Melanoplus keeleri,,,1,2,,,3,
CGR02,3,2014,8,4,n20b,fl,a,21,Orphulella speciosa,,,,,,2,2,
CGR02,3,2014,8,4,n20b,fl,a,41,unknown,1,,1,1,,,3,
CGR02,3,2014,8,4,n20b,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,n20b,fl,a,59,Tettigoniidae spp.,,,,,,,1,not broken down to age/sex category
CGR02,3,2014,8,4,n20b,fl,b,2,Schistocerca lineata,,,,,1,,1,
CGR02,3,2014,8,4,n20b,fl,b,4,Hypochlora alba,,,,,2,4,6,
CGR02,3,2014,8,4,n20b,fl,b,5,Campylacantha olivacea,,2,7,5,,,14,
CGR02,3,2014,8,4,n20b,fl,b,6,Hesperotettix speciosus,,,,,2,1,3,
CGR02,3,2014,8,4,n20b,fl,b,7,Hesperotettix viridis,,,,,1,,1,
CGR02,3,2014,8,4,n20b,fl,b,9,Phoetaliotes nebrascensis,2,1,21,1,,,25,
CGR02,3,2014,8,4,n20b,fl,b,12,Melanoplus femurrubrum,,,1,,,,1,
CGR02,3,2014,8,4,n20b,fl,b,13,Melanoplus packardii,,,,,,1,1,
CGR02,3,2014,8,4,n20b,fl,b,15,Melanoplus keeleri,,,,3,,1,4,
CGR02,3,2014,8,4,n20b,fl,b,16,Melanoplus bivittatus,,,,,,2,2,
CGR02,3,2014,8,4,n20b,fl,b,20,Syrbula admirabilis,,,,,,3,3,
CGR02,3,2014,8,4,n20b,fl,b,21,Orphulella speciosa,,,,,5,5,10,
CGR02,3,2014,8,4,n20b,fl,b,40,Arphia spp.,,,,1,,,1,
CGR02,3,2014,8,4,n20b,fl,b,56,Oecanthinae spp.,,,,,,,8,not broken down to age/sex category
CGR02,3,2014,8,4,n20b,fl,b,59,Tettigoniidae spp.,,,,,,,8,not broken down to age/sex category
CGR02,3,2015,7,30,001d,fl,a,9,phoetaliot nebrascen,,1,,,,,1,
CGR02,3,2015,7,30,001d,fl,a,15,Melanoplus keeleri,,,,1,,,1,
CGR02,3,2015,7,30,001d,fl,a,21,Orphulella speciosa,,1,,1,,,2,checked # and species with filter
CGR02,3,2015,7,30,001d,fl,a,23,Mermiria bivittata,,,,,,1,1,
CGR02,3,2015,7,30,001d,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age and sex category
CGR02,3,2015,7,30,001d,fl,a,59,Tettigoniidae spp.,,,,,,,23,not broken down to age and sex category
CGR02,3,2015,7,30,001d,fl,b,9,Phoetaliotes nebrascensis,,1,,,,,1,
CGR02,3,2015,7,30,001d,fl,b,15,Melanoplus keeleri,,3,2,1,,,6,
CGR02,3,2015,7,30,001d,fl,b,16,Melanoplus bivittatus,,,,,1,,1,
CGR02,3,2015,7,30,001d,fl,b,17,Melanoplus confusus,,1,,,,,1,
CGR02,3,2015,7,30,001d,fl,b,21,Orphulella speciosa,,,1,7,3,8,19,
CGR02,3,2015,7,30,001d,fl,b,23,Mermiria bivittata,,,,1,,,1,
CGR02,3,2015,7,30,001d,fl,b,59,Tettigoniidae spp.,,,,,,,43,not broken down to age and sex category
CGR02,3,2015,7,30,0spb,fl,a,4,Hypochlora alba,,1,,,,,1,
CGR02,3,2015,7,30,0spb,fl,a,9,Phoetaliotes nebrascensis,,7,,,,,7,
CGR02,3,2015,7,30,0spb,fl,a,12,Melanoplus femurrubrum,,1,,,,,1,
CGR02,3,2015,7,30,0spb,fl,a,15,Melanoplus keeleri,,4,,1,,,5,
CGR02,3,2015,7,30,0spb,fl,a,16,Melanoplus bivittatus,,,,,,1,1,
CGR02,3,2015,7,30,0spb,fl,a,21,Orphulella speciosa,,,2,7,1,,10,
CGR02,3,2015,7,30,0spb,fl,a,23,Mermiria bivittata,,,1,,,1,2,
CGR02,3,2015,7,30,0spb,fl,a,26,Boopedon auriventris,,,,,1,,1,
CGR02,3,2015,7,30,0spb,fl,a,56,Oecanthinae spp.,,,,,,,2,not broken down to age and sex category
CGR02,3,2015,7,30,0spb,fl,a,59,Tettigoniidae spp.,,,,,,,49,not broken down to age and sex category
CGR02,3,2015,7,30,0spb,fl,b,7,Hesperotettix viridis,,,,,1,,1,
CGR02,3,2015,7,30,0spb,fl,b,9,Phoetaliotes nebrascensis,,4,,,,,4,
CGR02,3,2015,7,30,0spb,fl,b,15,Melanoplus keeleri,,,,1,,,1,
CGR02,3,2015,7,30,0spb,fl,b,16,Melanoplus bivittatus,,,,,1,1,2,
CGR02,3,2015,7,30,0spb,fl,b,21,Orphulella speciosa,,,,3,,,3,
CGR02,3,2015,7,30,0spb,fl,b,23,Mermiria bivittata,,,,,,3,3,
CGR02,3,2015,7,30,0spb,fl,b,56,Oecanthinae spp.,,,,,,,1,not broken down to age and sex category
CGR02,3,2015,7,30,0spb,fl,b,59,Tettigoniidae spp.,,,,,,,33,not broken down to age and sex category
CGR02,3,2015,7,30,0sub,fl,a,9,Phoetaliotes nebrascensis,,7,,,,,7,
CGR02,3,2015,7,30,0sub,fl,a,15,Melanoplus keeleri,,,1,,,,1,
CGR02,3,2015,7,30,0sub,fl,a,16,Melanoplus bivittatus,,,,,1,,1,
CGR02,3,2015,7,30,0sub,fl,a,21,Orphulella speciosa,,,,1,,3,4,
CGR02,3,2015,7,30,0sub,fl,a,23,Mermiria bivittata,,,,,,1,1,
CGR02,3,2015,7,30,0sub,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age and sex category
CGR02,3,2015,7,30,0sub,fl,a,59,Tettigoniidae spp.,,,,,,,38,not broken down to age and sex category
CGR02,3,2015,7,30,0sub,fl,b,4,Hypochlora alba,,,1,,2,,3,
CGR02,3,2015,7,30,0sub,fl,b,9,Phoetaliotes nebrascensis,,4,,,,,4,
CGR02,3,2015,7,30,0sub,fl,b,11,Melanoplus sanguinipes,,,,,,1,1,
CGR02,3,2015,7,30,0sub,fl,b,15,Melanoplus keeleri,,1,,,,,1,
CGR02,3,2015,7,30,0sub,fl,b,16,Melanoplus bivittatus,,,,,1,,1,
CGR02,3,2015,7,30,0sub,fl,b,21,Orphulella speciosa,,,1,1,1,,3,
CGR02,3,2015,7,30,0sub,fl,b,23,Mermiria bivittata,,,1,,2,,3,
CGR02,3,2015,7,30,0sub,fl,b,42,Schistocerca obscura,,,,2,,,2,
CGR02,3,2015,7,30,0sub,fl,b,56,Oecanthinae spp.,,,,,,,1,not broken down to age and sex category
CGR02,3,2015,7,30,0sub,fl,b,59,Tettigoniidae spp.,,,,,,,28,not broken down to age and sex category
CGR02,3,2015,7,30,002c,fl,a,9,Phoetaliotes nebrascensis,,5,2,,,,7,
CGR02,3,2015,7,30,002c,fl,a,15,Melanoplus keeleri,,1,2,,,,3,
CGR02,3,2015,7,30,002c,fl,a,21,Orphulella speciosa,,,,3,,2,5,
CGR02,3,2015,7,30,002c,fl,a,22,Mermiria picta,,,1,1,,,2,
CGR02,3,2015,7,30,002c,fl,a,23,Mermiria bivittata,,,,,2,,2,
CGR02,3,2015,7,30,002c,fl,a,26,Boopedon auriventris,,,,,,1,1,
CGR02,3,2015,7,30,002c,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age and sex category
CGR02,3,2015,7,30,002c,fl,a,59,Tettigoniidae spp.,,,,,,,21,not broken down to age and sex category
CGR02,3,2015,7,30,002c,fl,b,9,Phoetaliotes nebrascensis,,14,,,,,14,
CGR02,3,2015,7,30,002c,fl,b,10,Melanoplus scudderi,,2,1,,,,3,
CGR02,3,2015,7,30,002c,fl,b,12,Melanoplus femurrubrum,,1,,,,,1,
CGR02,3,2015,7,30,002c,fl,b,15,Melanoplus keeleri,,1,,,,,1,
CGR02,3,2015,7,30,002c,fl,b,21,Orphulella speciosa,,1,2,2,,1,6,
CGR02,3,2015,7,30,002c,fl,b,34,Arphia simplex,,1,1,,,,2,
CGR02,3,2015,7,30,002c,fl,b,56,Oecanthinae spp.,,,,,,,4,not broken down to age and sex category
CGR02,3,2015,7,30,002c,fl,b,59,Tettigoniidae spp.,,,,,,,27,not broken down to age and sex category
CGR02,3,2015,7,30,002d,fl,a,9,Phoetaliotes nebrascensis,,10,,,,,10,
CGR02,3,2015,7,30,002d,fl,a,10,Melanoplus scudderi,,2,,,,,2,
CGR02,3,2015,7,30,002d,fl,a,12,Melanoplus femurrubrum,,1,,,,,1,
CGR02,3,2015,7,30,002d,fl,a,15,Melanoplus keeleri,,2,,,,,2,
CGR02,3,2015,7,30,002d,fl,a,21,Orphulella speciosa,,,,1,1,,2,
CGR02,3,2015,7,30,002d,fl,a,26,Boopedon auriventris,,,,,,1,1,
CGR02,3,2015,7,30,002d,fl,a,56,Oecanthinae spp.,,,,,,,1,not broken down to age and sex category
CGR02,3,2015,7,30,002d,fl,a,59,Tettigoniidae spp.,,,,,,,16,not broken down to age and sex category
CGR02,3,2015,7,30,002d,fl,b,9,Phoetaliotes nebrascensis,,13,,,,,13,
CGR02,3,2015,7,30,002d,fl,b,21,Orphulella speciosa,,,,3,,1,4,
CGR02,3,2015,7,30,002d,fl,b,23,Mermiria bivittata,,,,,,1,1,
CGR02,3,2015,7,30,002d,fl,b,59,Tettigoniidae spp.,,,,,,,29,not broken down to age and sex category
CGR02,3,2015,7,30,004b,fl,a,6,Hesperotettix speciosus,,1,,,,,1,
CGR02,3,2015,7,30,004b,fl,a,9,Phoetaliotes nebrascensis,,2,,,,,2,
CGR02,3,2015,7,30,004b,fl,a,12,Melanoplus femurrubrum,,1,,,,,1,
CGR02,3,2015,7,30,004b,fl,a,15,Melanoplus keeleri,,2,,,,,2,
CGR02,3,2015,7,30,004b,fl,a,23,Mermiria bivittata,,,,,,1,1,
CGR02,3,2015,7,30,004b,fl,a,56,Oecanthinae spp.,,,,,,,7,not broken down to age and sex category
CGR02,3,2015,7,30,004b,fl,a,59,Tettigoniidae spp.,,,,,,,42,not broken down to age and sex category
CGR02,3,2015,7,30,004b,fl,b,4,Hypochlora alba,,,1,,,,1,
CGR02,3,2015,7,30,004b,fl,b,6,Hesperotettix speciosus,,1,,,,,1,
CGR02,3,2015,7,30,004b,fl,b,9,Phoetaliotes nebrascensis,,2,,,,,2,
CGR02,3,2015,7,30,004b,fl,b,10,Melanoplus scudderi,,1,,,,,1,
CGR02,3,2015,7,30,004b,fl,b,21,Orphulella speciosa,,,,1,1,,2,
